tally number,tally desc,volume,energy 1 (MeV),f4 bin 1 (flux),f4 unc 1 (flux),energy 2 (MeV),f4 bin 2 (flux),f4 unc 2 (flux),energy 3 (MeV),f4 bin 3 (flux),f4 unc 3 (flux),energy 4 (MeV),f4 bin 4 (flux),f4 unc 4 (flux),energy 5 (MeV),f4 bin 5 (flux),f4 unc 5 (flux),energy 6 (MeV),f4 bin 6 (flux),f4 unc 6 (flux),energy 7 (MeV),f4 bin 7 (flux),f4 unc 7 (flux),energy 8 (MeV),f4 bin 8 (flux),f4 unc 8 (flux),energy 9 (MeV),f4 bin 9 (flux),f4 unc 9 (flux),energy 10 (MeV),f4 bin 10 (flux),f4 unc 10 (flux),energy 11 (MeV),f4 bin 11 (flux),f4 unc 11 (flux),energy 12 (MeV),f4 bin 12 (flux),f4 unc 12 (flux),energy 13 (MeV),f4 bin 13 (flux),f4 unc 13 (flux),energy 14 (MeV),f4 bin 14 (flux),f4 unc 14 (flux),energy 15 (MeV),f4 bin 15 (flux),f4 unc 15 (flux),energy 16 (MeV),f4 bin 16 (flux),f4 unc 16 (flux),energy 17 (MeV),f4 bin 17 (flux),f4 unc 17 (flux),energy 18 (MeV),f4 bin 18 (flux),f4 unc 18 (flux),energy 19 (MeV),f4 bin 19 (flux),f4 unc 19 (flux),energy 20 (MeV),f4 bin 20 (flux),f4 unc 20 (flux),energy 21 (MeV),f4 bin 21 (flux),f4 unc 21 (flux),energy 22 (MeV),f4 bin 22 (flux),f4 unc 22 (flux),energy 23 (MeV),f4 bin 23 (flux),f4 unc 23 (flux),energy 24 (MeV),f4 bin 24 (flux),f4 unc 24 (flux),energy 25 (MeV),f4 bin 25 (flux),f4 unc 25 (flux),energy 26 (MeV),f4 bin 26 (flux),f4 unc 26 (flux),energy 27 (MeV),f4 bin 27 (flux),f4 unc 27 (flux),energy 28 (MeV),f4 bin 28 (flux),f4 unc 28 (flux),energy 29 (MeV),f4 bin 29 (flux),f4 unc 29 (flux),energy 30 (MeV),f4 bin 30 (flux),f4 unc 30 (flux),energy 31 (MeV),f4 bin 31 (flux),f4 unc 31 (flux),energy 32 (MeV),f4 bin 32 (flux),f4 unc 32 (flux),energy 33 (MeV),f4 bin 33 (flux),f4 unc 33 (flux),energy 34 (MeV),f4 bin 34 (flux),f4 unc 34 (flux),energy 35 (MeV),f4 bin 35 (flux),f4 unc 35 (flux),energy 36 (MeV),f4 bin 36 (flux),f4 unc 36 (flux),energy 37 (MeV),f4 bin 37 (flux),f4 unc 37 (flux),energy 38 (MeV),f4 bin 38 (flux),f4 unc 38 (flux),energy 39 (MeV),f4 bin 39 (flux),f4 unc 39 (flux),energy 40 (MeV),f4 bin 40 (flux),f4 unc 40 (flux),energy 41 (MeV),f4 bin 41 (flux),f4 unc 41 (flux),energy 42 (MeV),f4 bin 42 (flux),f4 unc 42 (flux),energy 43 (MeV),f4 bin 43 (flux),f4 unc 43 (flux),energy 44 (MeV),f4 bin 44 (flux),f4 unc 44 (flux),energy 45 (MeV),f4 bin 45 (flux),f4 unc 45 (flux),energy 46 (MeV),f4 bin 46 (flux),f4 unc 46 (flux),energy 47 (MeV),f4 bin 47 (flux),f4 unc 47 (flux),energy 48 (MeV),f4 bin 48 (flux),f4 unc 48 (flux),energy 49 (MeV),f4 bin 49 (flux),f4 unc 49 (flux),energy 50 (MeV),f4 bin 50 (flux),f4 unc 50 (flux),energy 51 (MeV),f4 bin 51 (flux),f4 unc 51 (flux),energy 52 (MeV),f4 bin 52 (flux),f4 unc 52 (flux),energy 53 (MeV),f4 bin 53 (flux),f4 unc 53 (flux),energy 54 (MeV),f4 bin 54 (flux),f4 unc 54 (flux),energy 55 (MeV),f4 bin 55 (flux),f4 unc 55 (flux),energy 56 (MeV),f4 bin 56 (flux),f4 unc 56 (flux),energy 57 (MeV),f4 bin 57 (flux),f4 unc 57 (flux),energy 58 (MeV),f4 bin 58 (flux),f4 unc 58 (flux),energy 59 (MeV),f4 bin 59 (flux),f4 unc 59 (flux),energy 60 (MeV),f4 bin 60 (flux),f4 unc 60 (flux),energy 61 (MeV),f4 bin 61 (flux),f4 unc 61 (flux),energy 62 (MeV),f4 bin 62 (flux),f4 unc 62 (flux),energy 63 (MeV),f4 bin 63 (flux),f4 unc 63 (flux),energy 64 (MeV),f4 bin 64 (flux),f4 unc 64 (flux),energy 65 (MeV),f4 bin 65 (flux),f4 unc 65 (flux),energy 66 (MeV),f4 bin 66 (flux),f4 unc 66 (flux),energy 67 (MeV),f4 bin 67 (flux),f4 unc 67 (flux),energy 68 (MeV),f4 bin 68 (flux),f4 unc 68 (flux),energy 69 (MeV),f4 bin 69 (flux),f4 unc 69 (flux),energy 70 (MeV),f4 bin 70 (flux),f4 unc 70 (flux),energy 71 (MeV),f4 bin 71 (flux),f4 unc 71 (flux),energy 72 (MeV),f4 bin 72 (flux),f4 unc 72 (flux),energy 73 (MeV),f4 bin 73 (flux),f4 unc 73 (flux),energy 74 (MeV),f4 bin 74 (flux),f4 unc 74 (flux),energy 75 (MeV),f4 bin 75 (flux),f4 unc 75 (flux),energy 76 (MeV),f4 bin 76 (flux),f4 unc 76 (flux),energy 77 (MeV),f4 bin 77 (flux),f4 unc 77 (flux),energy 78 (MeV),f4 bin 78 (flux),f4 unc 78 (flux),energy 79 (MeV),f4 bin 79 (flux),f4 unc 79 (flux),energy 80 (MeV),f4 bin 80 (flux),f4 unc 80 (flux),energy 81 (MeV),f4 bin 81 (flux),f4 unc 81 (flux),energy 82 (MeV),f4 bin 82 (flux),f4 unc 82 (flux),energy 83 (MeV),f4 bin 83 (flux),f4 unc 83 (flux),energy 84 (MeV),f4 bin 84 (flux),f4 unc 84 (flux),energy 85 (MeV),f4 bin 85 (flux),f4 unc 85 (flux),energy 86 (MeV),f4 bin 86 (flux),f4 unc 86 (flux),energy 87 (MeV),f4 bin 87 (flux),f4 unc 87 (flux),energy 88 (MeV),f4 bin 88 (flux),f4 unc 88 (flux),energy 89 (MeV),f4 bin 89 (flux),f4 unc 89 (flux),energy 90 (MeV),f4 bin 90 (flux),f4 unc 90 (flux),energy 91 (MeV),f4 bin 91 (flux),f4 unc 91 (flux),energy 92 (MeV),f4 bin 92 (flux),f4 unc 92 (flux),energy 93 (MeV),f4 bin 93 (flux),f4 unc 93 (flux),energy 94 (MeV),f4 bin 94 (flux),f4 unc 94 (flux),energy 95 (MeV),f4 bin 95 (flux),f4 unc 95 (flux),energy 96 (MeV),f4 bin 96 (flux),f4 unc 96 (flux),energy 97 (MeV),f4 bin 97 (flux),f4 unc 97 (flux),energy 98 (MeV),f4 bin 98 (flux),f4 unc 98 (flux),energy 99 (MeV),f4 bin 99 (flux),f4 unc 99 (flux),energy 100 (MeV),f4 bin 100 (flux),f4 unc 100 (flux),energy 101 (MeV),f4 bin 101 (flux),f4 unc 101 (flux),energy 102 (MeV),f4 bin 102 (flux),f4 unc 102 (flux),energy 103 (MeV),f4 bin 103 (flux),f4 unc 103 (flux),energy 104 (MeV),f4 bin 104 (flux),f4 unc 104 (flux),energy 105 (MeV),f4 bin 105 (flux),f4 unc 105 (flux),energy 106 (MeV),f4 bin 106 (flux),f4 unc 106 (flux),energy 107 (MeV),f4 bin 107 (flux),f4 unc 107 (flux),energy 108 (MeV),f4 bin 108 (flux),f4 unc 108 (flux)
334,log channel (5 W),1.07644E+04,6.2500E-07,2.01192E+06,0.0071,1.0000E-03,2.41953E+05,0.0169,2.0000E+01,2.60602E+05,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,empty channel (5 W),4.78417E+03,6.2500E-07,3.25376E+06,0.0070,1.0000E-03,3.65918E+05,0.0166,2.0000E+01,3.88166E+05,0.0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,safe rod poison (250 kW),3.34271E+02,6.2500E-07,2.36170E+10,0.0081,1.0000E-03,2.25483E+11,0.0086,2.0000E+01,1.09048E+12,0.0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,shim rod poison (250 kW),3.34271E+02,6.2500E-07,2.52826E+10,0.0078,1.0000E-03,2.43678E+11,0.0082,2.0000E+01,1.18979E+12,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,reg rod poison (250 kW),3.34271E+02,6.2500E-07,1.98990E+10,0.0088,1.0000E-03,1.86089E+11,0.0095,2.0000E+01,8.72736E+11,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,rabbit inner vial (250 kW),1.79156E+00,6.2500E-07,2.97472E+12,0.0177,1.0000E-03,1.21310E+12,0.0299,2.0000E+01,2.99324E+12,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,ls 1 triga tube (250 kW),2.21913E+02,6.2500E-07,9.14587E+11,0.0058,1.0000E-03,3.26041E+11,0.0111,2.0000E+01,6.06050E+11,0.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,ls 11 triga tube (250 kW),2.21913E+02,6.2500E-07,9.12565E+11,0.0056,1.0000E-03,2.78499E+11,0.0120,2.0000E+01,4.94332E+11,0.0090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,ls 21 triga tube (250 kW),2.02774E+02,6.2500E-07,8.86973E+11,0.0059,1.0000E-03,3.09951E+11,0.0116,2.0000E+01,5.89476E+11,0.0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,ls 31 triga tube (250 kW),2.02774E+02,6.2500E-07,9.65797E+11,0.0056,1.0000E-03,3.37002E+11,0.0112,2.0000E+01,5.98802E+11,0.0084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,linear channel (250 kW),1.07644E+04,6.2500E-07,1.02003E+11,0.0071,1.0000E-03,1.19885E+10,0.0168,2.0000E+01,1.28372E+10,0.0167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,percent channel (250 kW),1.07644E+04,6.2500E-07,9.46075E+10,0.0073,1.0000E-03,1.11536E+10,0.0172,2.0000E+01,1.17059E+10,0.0173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,log channel (250 kW),1.07644E+04,6.2500E-07,1.00596E+11,0.0071,1.0000E-03,1.20977E+10,0.0169,2.0000E+01,1.30301E+10,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,empty channel (250 kW),4.78417E+03,6.2500E-07,1.62688E+11,0.0070,1.0000E-03,1.82959E+10,0.0166,2.0000E+01,1.94083E+10,0.0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,safe rod poison (5 W spectrum),3.34271E+02,1.0000E-08,3.77914E+03,0.0388,2.0000E-08,1.56531E+04,0.0242,3.0000E-08,2.43101E+04,0.0219,4.0000E-08,3.13556E+04,0.0208,5.0000E-08,3.26902E+04,0.0214,6.0000E-08,3.44834E+04,0.0230,7.0000E-08,3.18041E+04,0.0256,8.0000E-08,2.63029E+04,0.0277,9.0000E-08,2.39540E+04,0.0307,1.0000E-07,2.08234E+04,0.0338,2.0000E-07,9.93392E+04,0.0175,3.0000E-07,4.13805E+04,0.0336,4.0000E-07,2.95891E+04,0.0415,5.0000E-07,2.69544E+04,0.0463,6.0000E-07,2.45643E+04,0.0514,7.0000E-07,2.07893E+04,0.0566,8.0000E-07,1.95059E+04,0.0622,9.0000E-07,1.93576E+04,0.0620,1.0000E-06,1.84234E+04,0.0631,2.0000E-06,1.37931E+05,0.0276,3.0000E-06,1.03132E+05,0.0345,4.0000E-06,9.04045E+04,0.0402,5.0000E-06,7.27766E+04,0.0425,6.0000E-06,6.35511E+04,0.0467,7.0000E-06,5.58393E+04,0.0524,8.0000E-06,5.07644E+04,0.0535,9.0000E-06,4.51652E+04,0.0572,1.0000E-05,4.59723E+04,0.0583,2.0000E-05,3.46340E+05,0.0246,3.0000E-05,2.54783E+05,0.0296,4.0000E-05,1.90182E+05,0.0341,5.0000E-05,1.55495E+05,0.0374,6.0000E-05,1.32131E+05,0.0408,7.0000E-05,1.15938E+05,0.0439,8.0000E-05,1.00585E+05,0.0479,9.0000E-05,9.45403E+04,0.0488,1.0000E-04,8.29952E+04,0.0512,2.0000E-04,6.35200E+05,0.0220,3.0000E-04,4.06944E+05,0.0267,4.0000E-04,2.85892E+05,0.0308,5.0000E-04,2.21415E+05,0.0342,6.0000E-04,1.91847E+05,0.0366,7.0000E-04,1.57113E+05,0.0394,8.0000E-04,1.51068E+05,0.0406,9.0000E-04,1.29749E+05,0.0438,1.0000E-03,1.19188E+05,0.0455,2.0000E-03,7.78631E+05,0.0212,3.0000E-03,4.73063E+05,0.0259,4.0000E-03,3.42777E+05,0.0292,5.0000E-03,2.61896E+05,0.0320,6.0000E-03,2.28917E+05,0.0344,7.0000E-03,1.82525E+05,0.0374,8.0000E-03,1.76666E+05,0.0383,9.0000E-03,1.58604E+05,0.0410,1.0000E-02,1.32681E+05,0.0446,2.0000E-02,9.11924E+05,0.0200,3.0000E-02,5.92246E+05,0.0235,4.0000E-02,4.22200E+05,0.0269,5.0000E-02,3.64800E+05,0.0279,6.0000E-02,3.17982E+05,0.0296,7.0000E-02,2.73714E+05,0.0316,8.0000E-02,2.61097E+05,0.0331,9.0000E-02,2.19070E+05,0.0345,1.0000E-01,2.03050E+05,0.0365,2.0000E-01,1.61265E+06,0.0156,3.0000E-01,1.20268E+06,0.0170,4.0000E-01,9.68706E+05,0.0186,5.0000E-01,7.49020E+05,0.0205,6.0000E-01,7.83836E+05,0.0202,7.0000E-01,7.11084E+05,0.0217,8.0000E-01,6.91681E+05,0.0221,9.0000E-01,5.94960E+05,0.0230,1.0000E+00,5.20720E+05,0.0245,2.0000E+00,3.69409E+06,0.0107,3.0000E+00,2.04206E+06,0.0140,4.0000E+00,8.98879E+05,0.0205,5.0000E+00,5.12577E+05,0.0273,6.0000E+00,2.76913E+05,0.0380,7.0000E+00,1.25738E+05,0.0545,8.0000E+00,6.46130E+04,0.0752,9.0000E+00,3.12506E+04,0.1077,1.0000E+01,1.69641E+04,0.1516,2.0000E+01,9.28280E+03,0.1790,3.0000E+01,0.00000E+00,0.0000,4.0000E+01,0.00000E+00,0.0000,5.0000E+01,0.00000E+00,0.0000,6.0000E+01,0.00000E+00,0.0000,7.0000E+01,0.00000E+00,0.0000,8.0000E+01,0.00000E+00,0.0000,9.0000E+01,0.00000E+00,0.0000,1.0000E+02,0.00000E+00,0.0000,2.0000E+02,0.00000E+00,0.0000,3.0000E+02,0.00000E+00,0.0000,4.0000E+02,0.00000E+00,0.0000,5.0000E+02,0.00000E+00,0.0000,6.0000E+02,0.00000E+00,0.0000,7.0000E+02,0.00000E+00,0.0000,8.0000E+02,0.00000E+00,0.0000,9.0000E+02,0.00000E+00,0.0000,1.0000E+03,0.00000E+00,0.0000,2.0000E+03,0.00000E+00,0.0000,3.0000E+03,0.00000E+00,0.0000,4.0000E+03,0.00000E+00,0.0000,5.0000E+03,0.00000E+00,0.0000,6.0000E+03,0.00000E+00,0.0000,7.0000E+03,0.00000E+00,0.0000,8.0000E+03,0.00000E+00,0.0000,9.0000E+03,0.00000E+00,0.0000
2124,shim rod poison (5 W spectrum),3.34271E+02,1.0000E-08,4.15827E+03,0.0384,2.0000E-08,1.65849E+04,0.0235,3.0000E-08,2.62879E+04,0.0208,4.0000E-08,3.28876E+04,0.0203,5.0000E-08,3.49703E+04,0.0211,6.0000E-08,3.50990E+04,0.0222,7.0000E-08,3.20498E+04,0.0240,8.0000E-08,2.79917E+04,0.0267,9.0000E-08,2.53534E+04,0.0294,1.0000E-07,2.45256E+04,0.0316,2.0000E-07,1.09551E+05,0.0167,3.0000E-07,4.46802E+04,0.0317,4.0000E-07,3.29042E+04,0.0401,5.0000E-07,2.66773E+04,0.0471,6.0000E-07,2.54566E+04,0.0501,7.0000E-07,2.22312E+04,0.0552,8.0000E-07,2.10405E+04,0.0598,9.0000E-07,1.99578E+04,0.0634,1.0000E-06,1.78018E+04,0.0683,2.0000E-06,1.53965E+05,0.0258,3.0000E-06,1.07028E+05,0.0335,4.0000E-06,9.08197E+04,0.0392,5.0000E-06,7.69060E+04,0.0428,6.0000E-06,6.91941E+04,0.0467,7.0000E-06,5.81283E+04,0.0498,8.0000E-06,5.48938E+04,0.0551,9.0000E-06,5.62799E+04,0.0541,1.0000E-05,5.30147E+04,0.0544,2.0000E-05,3.74675E+05,0.0239,3.0000E-05,2.61125E+05,0.0291,4.0000E-05,2.09633E+05,0.0326,5.0000E-05,1.64204E+05,0.0364,6.0000E-05,1.58643E+05,0.0373,7.0000E-05,1.25828E+05,0.0407,8.0000E-05,1.19436E+05,0.0420,9.0000E-05,1.04767E+05,0.0457,1.0000E-04,9.63111E+04,0.0480,2.0000E-04,6.56797E+05,0.0215,3.0000E-04,4.29660E+05,0.0256,4.0000E-04,3.18781E+05,0.0289,5.0000E-04,2.53206E+05,0.0324,6.0000E-04,1.95937E+05,0.0352,7.0000E-04,1.92884E+05,0.0361,8.0000E-04,1.56946E+05,0.0398,9.0000E-04,1.32897E+05,0.0426,1.0000E-03,1.27035E+05,0.0430,2.0000E-03,8.67742E+05,0.0202,3.0000E-03,5.33084E+05,0.0243,4.0000E-03,3.84358E+05,0.0275,5.0000E-03,3.01807E+05,0.0310,6.0000E-03,2.45207E+05,0.0331,7.0000E-03,2.14181E+05,0.0352,8.0000E-03,1.70858E+05,0.0381,9.0000E-03,1.63076E+05,0.0399,1.0000E-02,1.44466E+05,0.0428,2.0000E-02,1.00371E+06,0.0191,3.0000E-02,6.60216E+05,0.0224,4.0000E-02,4.54496E+05,0.0254,5.0000E-02,3.97155E+05,0.0271,6.0000E-02,3.32905E+05,0.0298,7.0000E-02,3.08369E+05,0.0305,8.0000E-02,2.78326E+05,0.0315,9.0000E-02,2.25471E+05,0.0338,1.0000E-01,2.14845E+05,0.0351,2.0000E-01,1.74475E+06,0.0149,3.0000E-01,1.29112E+06,0.0164,4.0000E-01,1.07514E+06,0.0174,5.0000E-01,8.79533E+05,0.0190,6.0000E-01,8.24198E+05,0.0197,7.0000E-01,7.73344E+05,0.0206,8.0000E-01,7.17273E+05,0.0212,9.0000E-01,6.34895E+05,0.0223,1.0000E+00,5.81665E+05,0.0238,2.0000E+00,4.10170E+06,0.0102,3.0000E+00,2.14097E+06,0.0136,4.0000E+00,9.86275E+05,0.0198,5.0000E+00,5.57051E+05,0.0262,6.0000E+00,3.10772E+05,0.0367,7.0000E+00,1.42043E+05,0.0529,8.0000E+00,6.70240E+04,0.0772,9.0000E+00,3.20209E+04,0.1105,1.0000E+01,1.62813E+04,0.1615,2.0000E+01,1.95540E+04,0.1587,3.0000E+01,0.00000E+00,0.0000,4.0000E+01,0.00000E+00,0.0000,5.0000E+01,0.00000E+00,0.0000,6.0000E+01,0.00000E+00,0.0000,7.0000E+01,0.00000E+00,0.0000,8.0000E+01,0.00000E+00,0.0000,9.0000E+01,0.00000E+00,0.0000,1.0000E+02,0.00000E+00,0.0000,2.0000E+02,0.00000E+00,0.0000,3.0000E+02,0.00000E+00,0.0000,4.0000E+02,0.00000E+00,0.0000,5.0000E+02,0.00000E+00,0.0000,6.0000E+02,0.00000E+00,0.0000,7.0000E+02,0.00000E+00,0.0000,8.0000E+02,0.00000E+00,0.0000,9.0000E+02,0.00000E+00,0.0000,1.0000E+03,0.00000E+00,0.0000,2.0000E+03,0.00000E+00,0.0000,3.0000E+03,0.00000E+00,0.0000,4.0000E+03,0.00000E+00,0.0000,5.0000E+03,0.00000E+00,0.0000,6.0000E+03,0.00000E+00,0.0000,7.0000E+03,0.00000E+00,0.0000,8.0000E+03,0.00000E+00,0.0000,9.0000E+03,0.00000E+00,0.0000
